job_company,questions,answers,country,area
UX Designer at Ame Digital was asked...,Apenas na primeira entrevista: Rotina de trabalho na empresa atual Detalhes do dia a dia da função Na segunda entrevista nada foi perguntado,"Descrevi minha rotina na empresa atual, um pouco do histórico profissional, metodologias que mais uso, outras que tenho interesse, o que gostaria de ter no ambiente de trabalho, etc. Uma conversa bastante agradável. Na segunda entrevista, apenas escutei, nada foi perguntado.",Brazil,UX Designer
UX Designer at Strider was asked...,"Não teve nenhuma pergunta fora do padrão, um pouco sobre pessoal e profissional.",Respostas simples e diretas,Brazil,UX Designer
UI/UX Designer at Chaordic Systems was asked...,Qual foi a maior cagada que você já fez?,Contei o que eu considerava a maior cagada já feita por mim em um projeto.,Brazil,UX Designer
UX Designer at Fielo was asked...,Perguntou sobre a minha trajetória profissional. Achei engraçado porque a única pergunta específica foi: o que é usabilidade pra você?,"Fui bem didática e falei que era quando um sistema tinha eficiência (completude da tarefa), eficácia (contagem de erros) e satisfação (usabilidade percebida). Mas hoje, eu teria respondido menos formalmente, porque ela era psicóloga e acho que precisava de mais background de design pra entender o que estava dizendo... ela ficou com cara de paisagem... Daí eu vi a importância da gente saber com qual profissional a gente está conversando pra saber como abordar na entrevista.",Brazil,UX Designer
UX Designer at MJV Tecnologia e Inovação was asked...,Perguntaram sobre projetos já desenvolvidos que envolviam inovação e quais foi a minha maior experiência de mercado,Falei sobre projetos pessoais,Brazil,UX Designer
UX Designer at Try Consultoria was asked...,porque eu gostaria de entrar em ux design,"eu estou estudando mercados emergentes dentro de design, e me apaixonei por ux ui design.",Brazil,UX Designer
UI/UX Designer Pleno at Solides Tecnologia was asked...,A entrevistadora pega o formulário e questiona se você já fez ou não as coisas que estão descritas na vaga.,Já havia coberto todos os requisitos porque já trabalho com UI/UX.,Brazil,UX Designer
UX Designer at Prudential was asked...,"Salário atual, empresa que trabalho, escolaridade","Respondi o salário, a empresa e que tenho duas graduações e mesmo assim o Marlon nunca mais me respondeu, sem um feedback",Brazil,UX Designer
UI/UX Designer at B2W Digital was asked...,Perguntou quais eram as heurísticas de Jakob.,"Citei quase todas com uma breve descrição, no final o gestor não anotou nenhuma e queria conferir online, como é possível o entrevistador fazer uma pergunta como critério de avaliação, mas não sabe a resposta para avaliar?",Brazil,UX Designer
UX Designer at B2W Digital was asked...,"Na entrevista com gestor, foi perguntado se eu me enquadrava como Júnior por não tem experiência em UX Design.","Respondi que, apesar de não ter experiência de UX, tinha 15 anos de carreira em design gráfico. Então poderia ser enquadrada como pleno, considerando a maturidade profissional de lidar com diversas situações, o olhar mais amplo e a vivência e repertório de soluções visuais que só de ganha com o tempo. A proposta que recebi veio como Pleno 1",Brazil,UX Designer
UI/UX Designer at Venturus Centro de Inovação Tecnológica was asked...,Como você lida com reprovação de propostas pelo cliente?,"Meu dia-a-dia é esse e como eu fui criado em agência de publicidade, reprovação é um processo normal",Brazil,UX Designer
UX Designer at RD Station was asked...,"Se você fosse um utensílio de cozinha, qual seria?","Uma colher, por sua versatilidade.",Brazil,UX Designer
UX Designer at Warren was asked...,"Quais meus objetivos futuros, minhas motivações?","Solucionar problemas, projetar uma ótima experiência e me tornar especialista. Me tornar muito produtiva e trabalhar menos horas para melhor qualidade de vida.",Brazil,UX Designer
UI/UX Designer Júnior at Via was asked...,"Como eu me via profissionalmente daqui a 5 anos, como UX Designer ou UI Designer.","Pergunta difícil. Por eu já ter um background de design gráfico, acredito que UI design teria uma ""facilidade"" pra mim. Já UX design, eu comecei a me interessar/estudar recentemente e é uma área que lida com a concepção ou solução de um produto, seja físico ou digital. Por ser mais desafiador, eu agora me vejo como um UX designer daqui uns anos.",Brazil,UX Designer
UX Designer at CI&T was asked...,O que você acha que é diversidade?,"Como eu falei muito sobre a minha própria bagagem, essa foi uma oportunidade para enfatizar o quanto eu acredito no potencial da bagagem que todos os profissionais, que quanto mais diversificado e multidisciplinar o time, melhor! Todo mundo tem algo que possa agregar e uma história pra contar.",Brazil,UX Designer
UX Designer at Mutant was asked...,Sente-se confortável com trabalho sobre rápida demanda?,Sim.,Brazil,UX Designer
UX Designer at Accenture was asked...,Onde eu quero está daqui 5 anos,Quero está ainda melhor na minha área,Brazil,UX Designer
UI/UX Designer Especialista at Magazine Luiza was asked...,"Você segue algum processo de UX na sua empresa atual? Se sim, qual?","Sim. Design think, lean UX e Agile.",Brazil,UX Designer
UI/UX Designer at Epitrack was asked...,Perguntas comuns sobre minha área de atuação,Aproveitei bem as perguntas para poder falar de outras habilidades que não foram perguntadas.,Brazil,UX Designer
UX Designer at MJV Tecnologia e Inovação was asked...,Pq eu qria a vaga,"Pq eu preciso trabalhar... Zueira, eu estava trocando de área e é difícil explicar este tipo de coisa",Brazil,UX Designer
UI/UX Designer at Econet Editora Empresarial was asked...,Quais são meus planos a longo prazo?,Cuidar da minha família.,Brazil,UX Designer
UX Designer Pleno at Brasilcap was asked...,O que eu achava do mercado de seguros.,"Normal, tem pressão como em qualquer outro lugar, mas o ritmo é de mercado financeiro.",Brazil,UX Designer
UI/UX Designer Sênior at Jusbrasil was asked...,Qual a minha experiência na área?,"Contei sobre os mais de 20 anos que atuo com Design, Research e Experiencia de Usuario.",Brazil,UX Designer
UX Designer at ContaAzul was asked...,"Perguntas relacionadas ao desenvolvimento de projetos, utilização de scrum e suas hierarquias, perguntas pessoais para alinhar com a cultura da empresa.","Expliquei processos utilizados em outros projetos, e dei as respostas mais francas possíveis. O problema no processo até aqui foi que respondi as mesmas perguntas a 3 rh diferentes, 3 PO´s e ficou no aguardo de uma resposta que nunca aconteceu. Faltou consideração da equipe com todo o tempo dedicado do candidato e falta coerência com o que se propõe em questões de valor humano.",Brazil,UX Designer
UX Designer at Easynvest was asked...,Perguntaram sobre quanto estava pedindo e disponibilidade somente.,A resposta foi pronta e rapida sobre valores e disponibilidade.,Brazil,UX Designer
UX Designer at Centro de Informática UFPE was asked...,Explicar um case do portfólio,Expliquei a minha atuação completa no projeto,Brazil,UX Designer
UX Designer at Gamers Club was asked...,Pediram para criar um protótipo de baixa fidelidade para resolver uma dor fictícia da empresa e conceituar o protótipo.,"Tive tempo para construir um protótipo de média fidelidade e gravar um vídeo explicativo sobre. Além de, por escrito, embasar o protótipo com todas as teorias e metodologias que utilizei para fazê-lo",Brazil,UX Designer
UI/UX Designer at Kolekto was asked...,O que te atrai numa empresa como a Kolekto?,Uma empresa que tem o design em seu core.,Brazil,UX Designer
UX Designer at Pier was asked...,Por que queria ir para Pier?,"Não sabia como responder, afinal, foi ele que me procurou no LinkedIn e não eu ir até a empresa.",Brazil,UX Designer
UI/UX Designer at Venturus Centro de Inovação Tecnológica was asked...,"A entrevista vai contar com um especialista técnico, então o candidato pode contar com perguntas específicas sobre o processo de trabalho e afins.","Falar de forma clara sobre a rotina de trabalho, processo criativo, trabalho em equipe etc.",Brazil,UX Designer
UI/UX Designer at B2W Digital was asked...,No que eu achava que mais podia contribuir com o time e qual o meu conhecimento sobre a área que eu iria entrar.,"Poderia contribuir com minha experiência, e que não tinha muito conhecimento sobre a área que eu iria.",Brazil,UX Designer
UX Designer at Capyba HUB was asked...,Quais suas referências em design?,Norman e Steve Krug,Brazil,UX Designer
UI/UX Designer at Uplexis was asked...,"Se eu tinha empresa aberta, pois a cultura da empresa é PJ.",Falei que ainda não tinha.,Brazil,UX Designer
UX Designer at Petz was asked...,Falar sobre experiências de trabalhos anteriores,Contei um pouco da minha trajetória e perguntei se a pessoa queria saber algo com mais detalhes.,Brazil,UX Designer
UI/UX Designer at OmniChat was asked...,O que eu espero da OmniChat?,"Um lugar saudável, colaborativo e que reconheça o trabalho de seus colaboradores.",Brazil,UX Designer
UI/UX Designer at Booking.com was asked...,Perguntaram se eu teria alguma melhoria para apontar no site atual.,"Respondi que poderiam testar novos ícones na home. Alguns deles, na minha opinião, não representam muito bem o conteúdo relacionado. Disse que testaria essa ideia através de um teste A/B.",Brazil,UX Designer
UX Designer at Stefanini was asked...,Cite o que é possível fazer com uma caneta sem ser escrever,"Prender o cabelo, fazer uma zarabatana, um abajur, etc",Brazil,UX Designer
UX Designer at eCentry solutions was asked...,Questionamentos básico de entrevistas em empresa de TI.,Respostas curtas e objetivas.,Brazil,UX Designer
UI/UX Designer at MJV Tecnologia e Inovação was asked...,"Como eu já tive experiência na parte de criação baseado na Vaga, e se as ferramentas seriam uma novidade pra mim, se eu estaria disposto a aprender junto a equipe.","Como já estava na área, mais não em um projeto como o deles que isso seria muito bom para minha carreira profissional poder compartilhar e aprender sempre.",Brazil,UX Designer
UI/UX Designer at Nibo was asked...,"Por que gostaria de trabalhar aqui ? Pergunta redundante e desnecessária, uma vez que o candidato mal conhece a empresa e é chamado para uma entrevista.","Espero contribuir para e empresa com minha experiência com anos de carreira nesta área, além de poder aprender com os meus colegas.",Brazil,UX Designer
UI/UX Designer Sênior at People Interactive Brasil was asked...,Qual o processo que você utiliza quando começa um projeto?,Expliquei para ele alguns processo sobre como eu começo um projeto.,Brazil,UX Designer
UI/UX Designer at Upplay Soluções was asked...,Sobre conhecimentos técnicos no pacote Adobe cloud,Falei pontualmente quais softwares eu trabalhava e quis não trabalhava e que poderia aprender.,Brazil,UX Designer
UX Designer at Avenue Code was asked...,Como você explicaria o que é UX para uma pessoa leiga?,"UX é experiência do usuário, isso quer dizer que o meu trabalho é pensar exclusivamente na interação que o usuário tem e nos seus sentimentos usando um produto ou serviço da empresa. Isso me permite fazer atualizações e mudanças no produto ou serviço de acordo com o que o usuário precisa.",Brazil,UX Designer
UX Designer at ValeCard was asked...,Contar sobre a minha trajetória profissional.,Foi dificil resumir tudo em poucos minutos.,Brazil,UX Designer
UX Designer at Banco PAN was asked...,"Perguntaram o básico da minha experiência, sobre os processos de projeto.",Expliquei como era o meu dia a dia e o meu papel no desenvolvimento dos projetos.,Brazil,UX Designer
UX Designer at iClinic was asked...,Nível de experiência e escolaridade,Respondi sobre minhas ultimas experiência e cursos que fiz,Brazil,UX Designer
UI/UX Designer at Mercado Eletrônico was asked...,Experiência com ERP,Sim,Brazil,UX Designer
UI/UX Designer at Mercado Bitcoin was asked...,"O que me motivou a optar pela carreira de UX/UI, tendo uma formação em Publicidade e Propaganda.","Valores pessoais, identificação. Acredito que o que eu posso entregar às pessoas através dessa profissão tem mais a ver com o que eu acredito.",Brazil,UX Designer
UI/UX Designer Sênior at Dr. TIS was asked...,Foi determinante para minha contratação ter atuado no ramo que é foco da empresa hoje.,Venho trabalhando no mesmo seguimento desde meu último emprego.,Brazil,UX Designer
UX Designer at Vorttex was asked...,Perguntaram para quais clientes trabalhei.,Expliquei um pouco dos projetos.,Brazil,UX Designer
UI/UX Designer at Venturus Centro de Inovação Tecnológica was asked...,Qual é a diferença entre UX e UI?,"Eu entendo que ambas fazem parte da experiência, mas UX tem um foco maior em processos de entrevista, pesquisa de mercado, avaliação de cenário e necessidades do usuário. Enquanto UI preocupa-se com a interface gráfica, direção de arte e experiência visual do usuário",Brazil,UX Designer
UI/UX Designer at Mercado Bitcoin was asked...,"O que me motivou a optar pela carreira de UX/UI, tendo uma formação em Publicidade e Propaganda.","Valores pessoais, identificação. Acredito que o que eu posso entregar às pessoas através dessa profissão tem mais a ver com o que eu acredito.",Brazil,UX Designer
UX Designer at Tecnofit was asked...,O que te motiva em seu trabalho?,Ajudar pessoas e entregar o meu melhor. Resolver problemas,Brazil,UX Designer
UI/UX Designer at Ambev Tech was asked...,"Durante as entrevistas, haviam várias perguntas de nível profissional e bem poucas sobre o âmbito pessoal, o que considerei extremamente positivo.","Sinto que não há respostas prontas para estas perguntas, contudo fui o mais transparente e objetiva possível.",Brazil,UX Designer
UX Designer at Mutant was asked...,As dinâmicas foram mais complexas. Tudo em funcao do entendimento da função.,"Resposta de teste de lógica, leitura e card sorting",Brazil,UX Designer
UX Designer at Stefanini was asked...,Achei interessante a pergunta sobre como eu escolheria um mvp do teste.,Respondi que reuniria com a equipe para decidir em conjunto.,Brazil,UX Designer
UX Designer at Wiz Soluções was asked...,Um defeito seu,Escutar pouco,Brazil,UX Designer
UI/UX Designer Júnior at Advise Brasil was asked...,Você lida bem com mudanças constantes e redefinições de projetos?,"Sim, a adaptação é uma das características mais fundamentais quando se trabalha com design e com experiência do usuário.",Brazil,UX Designer
UI/UX Designer Pleno at Wiz Soluções was asked...,Quanto você recebe hoje em dia?,"Menos do que eu gostaria, mas a oportunidade era boa.",Brazil,UX Designer
UX Designer at James Delivery was asked...,Perguntas gerais sobre a minha carreira e o meu perfil.,A entrevista foi tranquila e leve.,Brazil,UX Designer
UX Designer at Take was asked...,Cite um projeto que deu errado,No answer,Brazil,UX Designer
UX Designer at Take was asked...,Como você se vê como designer?,No answer,Brazil,UX Designer
UX Designer at Flama was asked...,"Não lembro sobre as perguntas especificamente, mas algumas eram sobre qual a minha visão e conhecimento sobre UX, Design Thinking e Design de Serviços.",No answer,Brazil,UX Designer
UI/UX Designer at Caiena was asked...,"Se eu pudesse escolhe uma outra empresa para trabalhar, qual seria?",No answer,Brazil,UX Designer
UX Designer at UOL was asked...,Sobre um cenário. Como você mediria os resultados da solução proposta?,No answer,Brazil,UX Designer
UX Designer Junior at Try Consultoria was asked...,Experiências passadas,No answer,Brazil,UX Designer
UI/UX Designer Júnior at RedFox Digital Solutions was asked...,"Idiomas, cursos, porque quer trabalhar na área",No answer,Brazil,UX Designer
UI/UX Designer at Truelogic Software Solutions was asked...,Maiores desafios de um projeto que participei.,No answer,Brazil,UX Designer
UI/UX Designer Júnior at TownSq was asked...,"Experiência na área, pretensão salarial, por que gostaria de fazer parte da empresa",No answer,Brazil,UX Designer
UI/UX Designer at Stone was asked...,Como o Mario descreveria a si mesmo.,No answer,Brazil,UX Designer
Senior UX Designer at Objective (Brazil) was asked...,Uma das primeiras questões foi se eu tinha filhos. Perguntas de cunho pessoal NÃO devem fazer parte do processo de contratação.,No answer,Brazil,UX Designer
UI/UX Designer at mLearn was asked...,"A RH se apresenta, diz: idade, que namora, o que ela estuda, o período, quanto tempo de empresa, e pretensões de carreira, desenhando as respostas que ela espera que você também dê.",No answer,Brazil,UX Designer
UI/UX Designer Estágio at Webmotors was asked...,O que você mais ama fazer.,No answer,Brazil,UX Designer
UI/UX Designer Pleno at SmarttBot was asked...,Quais métricas que você utiliza para medir o sucesso de Design?,No answer,Brazil,UX Designer
UI/UX Designer at MaxMilhas   was asked...,Conhecimento em entregáveis de UX,No answer,Brazil,UX Designer
UX Designer at Dentsu International was asked...,Qual projeto você mais gostou de trabalhar?,No answer,Brazil,UX Designer
UX Designer at Dentsu International was asked...,Como foi seu processo de UX trabalhando nesse projeto?,No answer,Brazil,UX Designer
UX Designer at iFood was asked...,"Perguntas do processo: achei interessante a pseudo-organização inicialmente. Parecem bem interessados e aceleram bastante o processo. Perguntam como é seu processo de trabalho, como estão suas expectativas de carreira.",No answer,Brazil,UX Designer
Senior UX Designer at CI&T was asked...,De que forma eu costumo documentar os resultados em um processo de ux research?,No answer,Brazil,UX Designer
UX Designer at CI&T was asked...,Qual o maior desafio que você já teve profissionalmente?,No answer,Brazil,UX Designer
UI/UX Designer Sênior at Concrete Solutions was asked...,"Sobre campos de atuação, experiência em projetos anteriores, etc",No answer,Brazil,UX Designer
UX Designer at Target Américas was asked...,Quais as ferramentas você utiliza para o trabalho?,No answer,Brazil,UX Designer
UX Designer at Wiser Educação was asked...,Você sabe negociar entre os diversos players da empresa?,No answer,Brazil,UX Designer
UX Designer at Catarinas Design was asked...,Costuma participar de quais eventos na comunidade?,No answer,Brazil,UX Designer
UX Designer at PMWeb was asked...,Por que quer trabalhar aqui?,No answer,Brazil,UX Designer
UX Designer at Agência Enken was asked...,Você realmente sabe UX?,No answer,Brazil,UX Designer
UI/UX Designer at Voxel Digital was asked...,Não houve uma pergunta particularmente difícil ou interessante.,No answer,Brazil,UX Designer
UX Designer at Take was asked...,Cite um projeto em que você acha que sua contribuição foi essencial,No answer,Brazil,UX Designer
UI/UX Designer at Vonix was asked...,Sabe programar,No answer,Brazil,UX Designer
UI/UX Designer at Wirecard was asked...,O que você pensa sobre diversidade?,No answer,Brazil,UX Designer
UX Designer at Pareto Group (Brazil) was asked...,"Tempo de experiência, conhecimento técnico, empresa e salário atual, escolaridade, entre outras.",No answer,Brazil,UX Designer
UX Designer Junior at Try Consultoria was asked...,Quais cursos você já fez?,No answer,Brazil,UX Designer
UX Designer Senior at Agriness was asked...,Quais suas experiências recentes tem relação com a vaga proposta? Qual seu objectivo na vaga e expectativas?,No answer,Brazil,UX Designer
UX Designer at Easynvest was asked...,"Detalhar o processo que fez você chegar neste resultado: seu raciocínio, hipóteses, pesquisas, fluxos, telas... ou tudo o que achar importante para defender sua solução. ( Vc detalha, comprova em estudo, mas é a solução que eles imaginam que deve ser dada. #Fica a dica)",No answer,Brazil,UX Designer
UX Designer Pleno at Axur. Digital Risk Protection was asked...,Você conhece os níveis de maturidade de UX em uma empresa?,No answer,Brazil,UX Designer
Senior UX Designer at Grupo Fleury was asked...,Me fala um pouco sobre sua experiencia com UX?,No answer,Brazil,UX Designer
Senior UX Designer at Grupo Fleury was asked...,Me fale sobre seu ultimo projeto de UX?,No answer,Brazil,UX Designer
UX Designer at Globant was asked...,Quais dados você olharia em uma mídia social para avaliar engajamento?,No answer,Brazil,UX Designer
UX Designer at Pier was asked...,"Fez algumas perguntas muito superficial como: Qual salário atual, quanto tempo está na área, escolaridade e nível de inglês.",No answer,Brazil,UX Designer
UX Designer - Produto Digital at Contabilizei was asked...,Qual a sua meta para o futuro?,No answer,Brazil,UX Designer
UI/UX Designer at MaxMilhas   was asked...,Conhecimentos em ferramentas de prototipagem,No answer,Brazil,UX Designer
UI/UX Designer Pleno at Vivo (Telefônica Brasil) was asked...,Como era o meu fluxo de trabalho (design sprint),No answer,Brazil,UX Designer
UI/UX Designer Pleno at Vivo (Telefônica Brasil) was asked...,"Quais das etapas de inovação eu mais me identifico (Discovery, interaction, visual, product)",No answer,Brazil,UX Designer
UX Designer at Ilegra was asked...,Com quantas pessoas eu morava e o que cada uma delas faziam,No answer,Brazil,UX Designer
UI/UX Designer at bringIT was asked...,Projetar uma base de gerenciamento de serviços disponíveis para os clientes.,No answer,Brazil,UX Designer
UX Designer at Strider was asked...,Não teve nenhuma pergunta fora do normal.,No answer,Brazil,UX Designer
UX Designer at Take was asked...,Cite um projeto em que você poderia ser sido melhor,No answer,Brazil,UX Designer
UX Designer at Neomind Solutions was asked...,Por que escolheu design?,No answer,Brazil,UX Designer
UI/UX Designer at First Decision Tecnologias Inovadoras was asked...,Qual seu conhecimento sobre UX? Qual seu nível de experiência? Descreva uma situação real que você já passou.,No answer,Brazil,UX Designer
UX Designer at Try Consultoria was asked...,Quais seus últimos trabalhos? Qual a sua experiência na área? O quanto se sente confortável com a vaga?,No answer,Brazil,UX Designer
UX Designer at Mandaê was asked...,"Formulário gigante para o FIT Cultural (desnecessário ) e ""Porquê eu não deveria te contratar""",No answer,Brazil,UX Designer
UX Designer Pleno at Axur. Digital Risk Protection was asked...,O que é UX para ti?,No answer,Brazil,UX Designer
UI/UX Designer Júnior at MedGrupo was asked...,Se trabalhou ou conhece o framework Scrum?,No answer,Brazil,UX Designer
UI/UX Designer at Venturus Centro de Inovação Tecnológica was asked...,"They asks about your carrer, what are your expectation, etc.",No answer,Brazil,UX Designer
UI/UX Designer Sênior at Mooven Consulting was asked...,Pode me mostrar seu processo e atuação em um case que você trabalhou?,No answer,Brazil,UX Designer
UX Designer at Procenge was asked...,"Perguntaram sobre meu processo de trabalho, minha experiência e sobre quem eu era.",No answer,Brazil,UX Designer
UX Designer at Samsung Electronics was asked...,Como é seu processo de criação de design?,No answer,Brazil,UX Designer
UI/UX Designer at Docket was asked...,Cite 5 características sua que alguém que trabalha com você precisa saber.,No answer,Brazil,UX Designer
UI/UX Designer at C6 Bank was asked...,"Fizeram uma design review do meu case, com perguntas sobre meu processo criativo e de pesquisa.",No answer,Brazil,UX Designer
UX Designer Pleno at Docket was asked...,apenas queriam saber o mínimo que eu aceitaria receber.,No answer,Brazil,UX Designer
UI/UX Designer at MJV Tecnologia e Inovação was asked...,O que te motiva e o que te desmotiva?,No answer,Brazil,UX Designer
UX Designer at Catarinas Design was asked...,"Bem tranquilo, coisas como o que pretendemos na área, no futuro, etc...",No answer,Brazil,UX Designer
UX Designer at WANDR was asked...,The recruiter just asked me about my work experience and my location.,No answer,Brazil,UX Designer
UX Designer Junior at Try Consultoria was asked...,Explicar case do portfolio,No answer,Brazil,UX Designer
UX Designer Pleno at Gauge (Brazil) was asked...,Qual a sua maior habilidade e quais habilidades você precisa melhorar?,No answer,Brazil,UX Designer
