job_company,questions,answers,country,area
Master - GUI/Web-design for User Software at Blickfeld was asked...,"the recruiter asked me to work for free Hello Kesab, Thank you very much for your application and the interest in our company. Since you have applied for a Thesis, IDP or Student Project position, I wanted to ask what you are specifically looking for. We would like to inform you that it is not possible to work remotely, since you will be working closely together with your team. Furthermore we would like to let you know that unfortunately, as a start-up company, we are not able to offer paid theses. Students will receive internal benefits like a daily lunch allowance, free beverages, company events and more. We are looking forward to your application. Best regards, Ms. Felizitas Mayer Dual Student HR +49 89 230693500 ⟋ career@blickfeld.com Blickfeld GmbH /  www.blickfeld.com Barthstr. 12 / 80339 München Geschäftsführer: Dr. Mathias Müller, Terje Növig / Sitz der Gesellschaft: München HRB-Nr. 231953 / USt-IdNr. DE311443043",No answer,Germany,Web Developer
Web Developer at Arabesque was asked...,"Questions regarding different Angular concepts, as well as questions regarding testing, security, optimization and best coding practices in Angular.",No answer,Germany,Web Developer
Java Web Developer at camLine was asked...,Can you Introduce yourself ?,No answer,Germany,Web Developer
Senior Web Developer at AMBOSS was asked...,"Project review: reasons for choosing X technology, questions regarding approach to project, etc",No answer,Germany,Web Developer
Senior Web Developer at AMBOSS was asked...,"HR call: CV review, salary expectations, reason to move, general HR questions..",No answer,Germany,Web Developer
Front End Web Developer at InFarm was asked...,I was asked how the program which was programmed during the interview could be scaled to handle potentially thousands of requests,No answer,Germany,Web Developer
Senior Full-Stack Web Developer at Ubisoft was asked...,"The regular interview questions about C# and JS, ranging from junior to expert levels.",No answer,Germany,Web Developer
Web Developer at Akelius was asked...,What is RestfulAPI? How do you update a table? How do you get every other number in a string in JavaScript,No answer,Germany,Web Developer
Web Developer at Digital Master was asked...,Mit welchen Betriebssystemen habe Sie gearbeitet?,No answer,Germany,Web Developer
Web Developer at IT2Media was asked...,Erste Frage war über Gehalt.,No answer,Germany,Web Developer
Senior Web Developer at AMBOSS was asked...,"CTO call: CV review, tech stack, interest in company",No answer,Germany,Web Developer
Web Developer at CHECK24 was asked...,"- programming principles - programming patterns - mysql knowledge (explain, joins, unions) - salary expectation",No answer,Germany,Web Developer
Web Developer at Contentful was asked...,Most of the questions were focused on the company fit. The technical part was nice and relaxed,No answer,Germany,Web Developer
Senior Web Developer at Blinkist was asked...,How to center an element with CSS?,No answer,Germany,Web Developer
Full Stack Web Developer at Wirecard was asked...,Some programming puzzles,No answer,Germany,Web Developer
Web Developer at EXXETA was asked...,"Thema der Bachelorarbeit, Technische Fragen, Hobbies",No answer,Germany,Web Developer
Senior Web Developer at Pepper was asked...,What's your favorite (and less favorite) design pattern? Give a real example of using it.,No answer,Germany,Web Developer
Senior Web Developer at Pepper was asked...,What are the possible problems with pagination using limit/offset in MySQL?,No answer,Germany,Web Developer
Web Developer at EQS Group was asked...,"JS error types, differences between Observable and Promises",No answer,Germany,Web Developer
Senior Web Developer at AMBOSS was asked...,"PM call: CV review, general working questions, team-work questions",No answer,Germany,Web Developer
Frontend Web Developer at CHECK24 was asked...,Weird css questions that no one really cares about.,No answer,Germany,Web Developer
Senior Web Developer at Blinkist was asked...,What happens when you put a URL in the address bar of a browser and hit enter?,No answer,Germany,Web Developer
Junior Web Developer at TREMCO ILLBRUCK was asked...,Welche aufgaben habe ich im letzte Firma gemacht? Meine Stärke und Schwäche und ein paar Szenario-Fragen und technische Fragen.,No answer,Germany,Web Developer
Web Developer at GLOSSYBOX was asked...,I thankfully didn't encounter any artificial interview questions.,No answer,Germany,Web Developer
Web Developer at Nemetschek was asked...,Wie viele bilder kann gleichzeitig runter geladen?,No answer,Germany,Web Developer
Web Developer at TenMedia was asked...,Mainly presentation of old projects,No answer,Germany,Web Developer
Web Developer at Onefootball was asked...,"My skills towards technology, my past experience, application related few questions",I answered properly and I am confident those were correct.,Germany,Web Developer
Senior Web Developer at Pepper was asked...,"What SOLID stands for, how would you describe it in your own words?",No answer,Germany,Web Developer
Full Stack Web Developer at innoscripta was asked...,one of the algorithmic problems was related to queuing theory.,No answer,Germany,Web Developer
Senior Web Developer at Zalando was asked...,Why do I want to work for them?,No answer,Germany,Web Developer
Web Developer at Westwing Home and Living was asked...,How many squares on a chess board?,No answer,Germany,Web Developer
Part-Time Web Developer at Kolibri Games was asked...,What makes a good team / a good working experience?,No answer,Germany,Web Developer
