job_company,questions,answers,country,area
Senior Data Scientist at FlixBus was asked...,Can the Scrum agile system be used for data science tasks?,"Yes, if the more researchy tasks can be split into achievable goals. Also, spikes can be used to time box tasks.",Germany,Data Analyst
Data Scientist at FlixBus was asked...,Coding question Hackerrank,Meh,Germany,Data Analyst
Data Scientist at LeanIX was asked...,"Wenn ich eine Menge vorgersagen wollte (bspw. die Anzahl verkaufter Äpfel), welchen Algorithmus könnte ich bspw. verwenden und welche Verteilung sollte ich zugrunde legen.",Gesucht war ein Generalized Linear Model mit einer Poisson Verteilung,Germany,Data Analyst
Senior Data Scientist at Outfittery was asked...,"Given the set of integers, find all the pairs that yields the specific sum.",Mostly with the movement of the fingers that depicted the propagation of indices in the array.,Germany,Data Analyst
Data Scientist at Clark (Germany) was asked...,"Depending on the stages, technical and non-technical aspects related to the role. The focus during the technical round was to ascertain how I solve. Knowing both merits and demerits of the approach would help.","No specific answer, its very subjective.",Germany,Data Analyst
Data Scientist at Airbus was asked...,"Sie lösen Sie ein Problem, wenn Sie das Problem nicht lösen können?",Ich hole mir Expertenhilfe vom Gebiet.,Germany,Data Analyst
Senior Data Analyst at MediaMarktSaturn was asked...,Present a dataset solution using Pandas Library (Python),Developing an API Architecture,Germany,Data Analyst
Data Analyst at GetYourGuide was asked...,Give me an example of great feedback you received.,Tell me about something you introduced to your current team.,Germany,Data Analyst
Data Analyst at N26 was asked...,"About my CV, interests. Why N26?","In these sorts of interviews you really need to drill down and understand what the interviewer is looking for. A good way to simulate a real interview experience is to do a mock with one of the N26 Data Analyst experts on Prepfully, rated super strongly on TrustPilot... prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at trivago was asked...,How does trivago make money?,You will start from a formula then will get a lot of questions around the business model of trivago. Usually you discuss on the case study that you prepared.,Germany,Data Analyst
Data Analyst/Fraud Analyst at Grover was asked...,Calculate and visualize asset lifetime value given straight line depreciation method for latest Macbook. Assume cost of 1499 euro and 3 years asset lifetime. Describe other depreciation methods and their advantages/disadvantages for this specific asset type.,"It's essential to demonstrate that you can really go deep... there are plenty of followup questions and (sometimes tangential) angles to explore. There's a lot of Data Analyst/Fraud Analyst experts who've worked at Grover, who provide this sort of practice through mock interviews. There's a whole list of them curated on Prepfully. prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at MyHammer was asked...,All about the recommendation system?,a report,Germany,Data Analyst
Data Scientist at Neoglia was asked...,How the current position is relevant to me?,The current position was related to recommender systems which is my research domain of my doctorate,Germany,Data Analyst
Data Scientist at Neoglia was asked...,What is your expected salary?,I am flexible to discuss the salary,Germany,Data Analyst
Data Analyst at Monoqi was asked...,Two emails are sent out to our clients. The results come back with 5% and 6%. Is there a difference?,"I answered that it depends on the sample size and are the 5% and 6% referring to click-through rates, and could they tell me the sample size. Response was, ""No no no no no. I mean we sent out two emails to one client and the results showed that there was clicks of 5% and 6%. SO is there a difference?"" I asked if they could give me more information about that one client. Then the two interviewers had a heated discussion among themselves about the question. Then they moved onto another question.",Germany,Data Analyst
Data Science at AGT International was asked...,"I was asked everything about my resume, about programming languages, difference between python and c++. Statistics basics. It wasn't difficult , to be honest, but I would have liked to be prepared a bit. Also, I was asked about algorithms of which I don't have a strong background as it's not my field. So I didn't perform well there. I thought they will not focus on machine learning in the first interview as it's not as a skill in my CV, though I did mention that I am interested in it.",Could answer 1-2 points for 5 diffference between python and c++. Gaussian distribution. One of my favorite algorithm but they needed more extensive details.,Germany,Data Analyst
Data Scientist at GfK was asked...,Standard fragen wie berufliche Laufbahn etc. Keine tiefgreifenden Fragen zu Konzepten hinter ML/ Data Science oder Mathematik.,"Dear Candidate, Thanks for sharing the honest Feedback. Usually we are not missing to share the Feedback to the candidates who have worked hard and taken out time to work on assignment. There were a bit slow weeks after November , as some of us were on vaccation. Apologies if we might have missed reaching out to you. However we would like to Keep in touch for future positions . please feel free to write us. with Kind regards, Recruitment Team GFK",Germany,Data Analyst
Data Analyst at Avira was asked...,Exploratory Analysis Feature correlations Feature importances Churn Analysis,"Categorical variables- chi square test Feature importance- use Random Forest/Logistic regression using Sk-learn, plot a bar graph",Germany,Data Analyst
Data Scientist at ZeroG was asked...,The interviewer framed the questions in a way to test the following four qualities: 1) Our learning techniques and adaptability 2) Problem solving skills 3) Self-organisation skills 4) How well we can handle clients,I believe to have failed with questions relating to 3rd and 4th point. I was asked to describe a situation where I hadled project under some presurre and unrealistic deadline. I gave a dumbe reply of not having encountered such a situation. The question was reframed and a hypothetical situation was given where I had to overtake project partly done by someone else. How i would handle such a situation? I messed it up again.,Germany,Data Analyst
Data Analyst at GetYourGuide was asked...,Culture fit is obviously very important for the company and most questions were around it. Technical interview was focused on chart interpretation and SQL,What did the presentation entail?,Germany,Data Analyst
Data Scientist at N26 was asked...,How would you identify an outlier in a data set?,"It's essential to demonstrate that you can really go deep... there are plenty of followup questions and (sometimes tangential) angles to explore. There's a lot of Data Scientist experts who've worked at N26, who provide this sort of practice through mock interviews. There's a whole list of them curated on Prepfully. prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at GetYourGuide was asked...,Culture fit is obviously very important for the company and most questions were around it. Technical interview was focused on chart interpretation and SQL,What did the presentation entail?,Germany,Data Analyst
Data Scientist at IBM was asked...,Wie viel Patente hat IBM im Jahr 2014 eingereicht?,ca 7000.,Germany,Data Analyst
Data Analyst at trivago was asked...,"In which country do people drink more beer, USA or China?",China,Germany,Data Analyst
Data Scientist at Marley Spoon was asked...,Explain a project you've worked on,How can you measure accuracy,Germany,Data Analyst
Data Analyst at Honeypot was asked...,What kind of culture are you looking for?,"If given a large project, what would be the first things you did?",Germany,Data Analyst
(Senior) Data Scientist at Zalando was asked...,"I was given a task of finding if, giving a list containg integers (representing length of videos) , and another list containing time-slots, there was a combination of two videos that could fit ain a time-slot.",Was this to be done in python?,Germany,Data Analyst
Data Scientist at adviqo was asked...,"Background, data analytics related questions, Salary expectations","I believe, I have answered the questions fairly well.",Germany,Data Analyst
Data Scientist at Amazon was asked...,"A lot of behavioural questions based on the Amazon Principles as well as general questions about algorithms, machine learning and A/B testing. Signed an NDA, cannot reveal much more","Got online/phone interviews. 1h duration each. Mostly technical, questions about machine learning, and how i would approach a few problems. Also coding challenge in sql and in python. SQL the main challenge was to select the top 1 of a certain item after a group operation. Solution is to use rowindex in sub queries. Python challenge was the coin/change challenge. The real solution requires recursion. Later I was asked a few situation questions. Interviewers were very friendly and helpful. If you know your thing, it’s very likely you might pass to later stages of interviews. There were no tricky question. Totally fair and reasonable interviews.",Germany,Data Analyst
Junior Data Scientist at adidas was asked...,Favourite machine learning algorithm?,RandomforestClassifier,Germany,Data Analyst
Data Scientist at DPDgroup was asked...,What is xxx project about,It is about xxxxxx,Germany,Data Analyst
Data Scientist at DPDgroup was asked...,What is xxx project about,It is about xxxxxx,Germany,Data Analyst
Data Analyst at Henkel was asked...,Fragen zum Lebenslauf,Fragen zu Erfahrungen,Germany,Data Analyst
Data Scientist at fromAtoB was asked...,Technical challenge was the most difficult part.,It is totally worth doing it.,Germany,Data Analyst
Senior Data Analyst at Chrono24 was asked...,Was stelle ich mir unter dieser Stelle vor?,Meine Vorstellungen erläutert.,Germany,Data Analyst
Data Scientist at Körber Digital was asked...,print the mean of column A in the datafram,import pandas as pd print(df.describe()),Germany,Data Analyst
Data Science Consultant at STATWORX was asked...,"- Beschreiben Sie den Lebenslauf, Fragen zu einzelnen Stationen - Bearbeitung und Diskussion eines Case",Case bearbeitet,Germany,Data Analyst
Data Scientist at Neoglia was asked...,When can you join the company?,I can join in the start of next month,Germany,Data Analyst
Data Scientist at Neoglia was asked...,How will our company benefit from you?,Based on my research experience I can help to improve your recommender system by bringing more insights to it,Germany,Data Analyst
Data Analyst Online Marketing at advalyze was asked...,Describe a project you worked to completion,I talked about one of the projects in my github portfolio,Germany,Data Analyst
Senior Data Scientist at Outfittery was asked...,What is the most important thing for the successful data project?,"From the most to the least important: metrics, data, integration, algorithm.",Germany,Data Analyst
Data Scientist at Elliott Browne was asked...,They contacted me two months later asking me whether I am still interested in a new job position and whether I still have the same desired salary for the future.,"I told them that I am no longer interested in that salary and my expectations have risen. The guy on the phone did not like what he heard and he kept saying that I am asking for too much and his client will not hire anyone with such salary and my expectations are unrealistic and he can't do anything with it and so on. Bear in mind that I shared the same salary expectations with several other companies that I am interviewing and non of them gave me the same amateurish reaction. And non told me that I am asking for too much except for one company, and even then they were willing to negotiate like what a proper professionals would do.",Germany,Data Analyst
Data Scientist at Avira was asked...,Create a ten minutes presentation for the data (The data is out there:) within 5 workdays.,The assessment includes web crawling and exploratory data analysis.,Germany,Data Analyst
Data Analyst at Raisin was asked...,what's the project you did in your previous role?,"It's essential to demonstrate that you can really go deep... there are plenty of followup questions and (sometimes tangential) angles to explore. There's a lot of Data Analyst experts who've worked at Raisin, who provide this sort of practice through mock interviews. There's a whole list of them curated on Prepfully. prepfully.com/practice-interviews",Germany,Data Analyst
Junior Data Scientist at AMBOSS was asked...,"Mostly question on how did I do the task, what are my insights, why did I use this model and not others, what are the strategies to be confident with the results etc","Marketing recommendations, explained why this model is better in this case",Germany,Data Analyst
Data Analyst at Quick Release was asked...,Examples of Leadership during the sabbatical,Leading group of Social Workers and training the village locals with vocational skills,Germany,Data Analyst
Data Science Manager at Zalando was asked...,Classical questions,"Stick to the questions. Stay formal, do not be over-friendly.",Germany,Data Analyst
Data Analyst at Zalando was asked...,Tell us of a time when you had to balance between speed and efficiency,"There's quite an extended back and forth in actual interviews for questions like this, so nothing quite like real practice. The Prepfully Zalando Data Analyst experts have actually worked in this role, so they're able to do an honest-to-God accurate mock, which really puts you through the paces. prepfully.com/practice-interviews",Germany,Data Analyst
Data Analyst at Honeypot was asked...,What makes you excited about data?,What is important to you in your work environment?,Germany,Data Analyst
Data Analyst/Business Intelligence at trivago was asked...,Why trivago?,"Position, Company's profile, need for personal growth.",Germany,Data Analyst
Data Analyst at Siemens Healthineers was asked...,Wer sind genau sind sie jetzt eigentlich?,🤣 eigentlich nicht lustig...,Germany,Data Analyst
Data Scientist at Daimler was asked...,how do you handle unbalanced data,by sampling strategies or by weighting the cost function,Germany,Data Analyst
Data Scientist at Deutsche Post & DHL was asked...,"1st interview : - describe your projects and direct tasks - how to do you handle missing values ? - what type of data you work with ? 2nd interview : 1st part : - describe more in detail your projects (be concise and don't let them spend a lot of time and focus on this) - your skills (keras, linear models ..) 2nd part : - business case : let's say we have a volume of parcel that should be delivered on daily basis (they might show a graph of parcel volume over one year). How can I decide the right amount of employees who will deliver the parcel ? it shouldn't be more nor less, just the amount needed. How much data would I need to do the model ?","Analysis : the graph representation contains upward and downward shifts which are sign of high and low demand, which coincides with normal week days (low demand) and weekends (high demands). At the end of the year the tendancy goes higher because of the high purchases amount (holidays). We can apply for this the linear model, but keep in mind the error metrics and try to suggest corrective measures. The data should be min. of two years to prevent outliers (like 2020 where the demand went high due to corona).",Germany,Data Analyst
Data Scientist at Kreditech Holding was asked...,Data set contained a variable that was a perfect predictor on the training set but with no predictive power in the validation set.,Not sure whether I was supposed to peek at the validation set or not.,Germany,Data Analyst
Master Data Analyst at Tonies was asked...,Fragen um mein Arbeitserfahrung Was ist mir wichtig an einem Arbeitgeber? Warum passe ich zu der Firma? usw. usw.,"Ich finde nur Schade, dass ich mich Zeit für die Firma genommen habe, sie haben mir aber keine Absage geschickt. Es war vergleichbar wie im Ghosting. Erst nachdem ich bei der Firma angerufen habe, habe ich eine Absage bekommen.",Germany,Data Analyst
Junior Data Analyst at Plan.Net was asked...,Stellen Sie sich nochmal vor. Bearbeiten Sie diesen Datensatz um Frage XY zu lösen.,"CV durchgegangen und auf frühere Jobs die für diese Stelle passten. Datensatz in R bearbeitet. Zeit hat nicht gereicht, aber ihnen war eher der Weg wichtig, nicht ein fertiges Ergebnis",Germany,Data Analyst
Data Scientist at FlixBus was asked...,"The 3 hour timed test was about data cleaning/exploring on their datafile, not building predictive models but proposing some approaches and letting them know of potential solutions.","While I provided detailed script and much more, and I could easily sit anytime with anyone and showcase expertise in machine learning and data exploration, I was expecting more transparent process than simple sentence they will not pursue with the application. I would discouradge anyone from doing such online interview or timed data tests without clear metrics - not that I claim here, companies might missuse such hiring principles as free data science done by their potential future employees.",Germany,Data Analyst
Senior Data Scientist at Outfittery was asked...,How would you test a models performance in production?,A/B test,Germany,Data Analyst
Data Scientist at NTT DATA was asked...,Haben Sie erfahrung mit Algorithmen und Numerik? Haben Sie Erfahrung mit Datenbanken?,ja nein,Germany,Data Analyst
Data Analyst at Rosen was asked...,Why do you want to moved to Lingen? How have you dealt with problems before? What will be the more difficult thing for you at the beggining of this position?,Always liked small chill towns.,Germany,Data Analyst
Data Scientist at Rosen was asked...,Why you want to move to a small town like Lingen?,If you are given a deadline of 1 month would you need more time to perfect the task or would you prefer to submit it on time irrespective of quality?,Germany,Data Analyst
Senior Data Scientist at Careem was asked...,"Just know your machine learning theory and statistics and coding. Revise notes, try some problems online etc. Make sure you get a good night's sleep before the interview and prepare!","Through questions like this, interviewers are mostly trying to test your skillset (and its relevance to the role) as robustly as possible, so be prepared for multiple offshoots and followups. It could be a useful exercise to do mocks with friends or colleagues in Careem to get a real sense of what the interview is actually like. Alternatively Prepfully has a ton of Careem Senior Data Scientist experts who provide mock interviews for a pretty reasonable amount. prepfully.com/practice-interviews",Germany,Data Analyst
Data Scientist at Zalando was asked...,How can you get unique elements from a list?,Just convert the list to set.,Germany,Data Analyst
Data Science Consultant at Ingram Micro was asked...,Können Sie bitte über sich selbst etwas erzählen?,"Typische Vorstellungsrunde. Werdegang, relevante Kompetenzen und Erfahrungen usw.",Germany,Data Analyst
Data Scientist at SAP was asked...,Introduce yourself,give an introduction,Germany,Data Analyst
Data Analyst at trivago was asked...,How many shampoo bootles(that you find usually in your Hotel room) are consumed in a year in all over the world? (This was the last question),The final number is not important. You have to show how your brain works.,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,What is kurtosis? How does it relate to skewness?,kurtosis is the measure of whether the data is heavy tailed or light tailed. High kurtosis results in heavy tails and outliers while low kurtosis results in light tails and lacks outliers. Skewness is the measure of lack of symmetry. There is no relationship between skewness and kurtosis. They are measuring different properties of distribution.,Germany,Data Analyst
Data Scientist at Delivery Hero was asked...,What is heteroscedasticity?,"There's quite an extended back and forth in actual interviews for questions like this, so nothing quite like real practice. The Prepfully DeliveryHero Data Scientist experts have actually worked in this role, so they're able to do an honest-to-God accurate mock, which really puts you through the paces. prepfully.com/practice-interviews",Germany,Data Analyst
Junior Data Scientist at Deloitte was asked...,Fragen zum Unterschied zwischen Over und Under Fitting beim Machinellen Lernen.,,Germany,Data Analyst
Head of Data Science at fromAtoB was asked...,Case study zur Zeitreihenanalyse.,No answer,Germany,Data Analyst
Data Analyst at Zeppelin Lab was asked...,I wish I had gotten to this point by better explanation of the deadlines,No answer,Germany,Data Analyst
Business Data Analyst at International Copyright Enterprise was asked...,"The questions were typical interview questions more or less like what can you contribute in this position, difficulties you have encountered in the past and how you dealt with them, what motivates you etc. They also asked for salary expectations and availability in the end.",No answer,Germany,Data Analyst
Medical Data Analyst Intern at Medigo was asked...,Can you tell me a little about yourself? What do you know about the company? Why do you want this job? What are your greatest professional strengths? What do you consider to be your weaknesses? Where do you see yourself in five years? Can you explain why you changed career paths? What are you looking for in a new position? What do you like to do outside of work? Do you have any questions for us?,No answer,Germany,Data Analyst
Data Analyst at Flaregames was asked...,Question about my competencies.,No answer,Germany,Data Analyst
Data Analyst at Flaregames was asked...,Question about my competencies.,No answer,Germany,Data Analyst
Data Scientist at Kreditech Holding was asked...,binary classification problem in R,No answer,Germany,Data Analyst
Data Scientist at METRO Cash & Carry was asked...,Warum Metro? Konkurrenz von Metro.welche Programmierkenntnisse haben Sie.,No answer,Germany,Data Analyst
Data Scientist Intern at Audi was asked...,Wie waren deine letzte Projekte? Was waren die Herausforderungen?,No answer,Germany,Data Analyst
Data Scientist at PrestaCap was asked...,Regular RH,No answer,Germany,Data Analyst
Data Scientist at fromAtoB was asked...,"The selection process included 4 steps and for me it took relatively short time (around 10 days) : - HR interview (30 mins): my background and experience in the role, motivation for applying for the offered role - Interview with the Head of Data Science (1 hour): description of the role, projects on which the successful candidate will work, company culture and description of working week. - Data Science task (1 day): they sent me a task for which I had a day to prepare the analysis and send it back to them the days after - Onsite interview (1 hour or maybe a bit more) : the data science team and I went through the task and they had some questions and brainstorming about other possible analyses or insights in the results. After that we had the possibility to get to know each other and see whether we were a good fit.",No answer,Germany,Data Analyst
Senior Data Scientist at MyHammer was asked...,why are you looking for a change at this point? What's your career goal in next 5 years?,No answer,Germany,Data Analyst
Data Scientist at Audatic was asked...,1. Finding permutation of the matrix with 3 levels of difficulty. 2. Finding the average of the nested list.,No answer,Germany,Data Analyst
Data Analyst at Lufthansa Group was asked...,Why you choose Germany? Why you choose this job? Are you familiar with R/Python?,No answer,Germany,Data Analyst
Data Analyst at Stocard was asked...,Tell me about your team working experience,No answer,Germany,Data Analyst
Senior Data Scientist at FlixBus was asked...,"Most of the technical interview was about the test assignment, there were also some general machine learning questions and a couple of things about testing your models and code",No answer,Germany,Data Analyst
Data Scientist at FlixBus was asked...,"ML questions about random forests, cross-validation, precision/recall.",No answer,Germany,Data Analyst
Sales Data Analyst at ResearchGate was asked...,Why did you leave your previous position?,No answer,Germany,Data Analyst
Data Scientist at ResearchGate was asked...,"Coding exercises, thinking how to support their platform with innovative ideas",No answer,Germany,Data Analyst
Data Scientist Manager at QIAGEN was asked...,What kind of projects did you work at your previous positions?,No answer,Germany,Data Analyst
Data Scientist at Architrave was asked...,I was asked how do I structure my projects and how do I decide when a project should be continued or set aside.,No answer,Germany,Data Analyst
Junior Data Scientist at KPMG was asked...,Erzählen Sie uns über Ihre Masterarbeit.,No answer,Germany,Data Analyst
Data Analyst at Siemens was asked...,Case study on manufacturing and calculations,No answer,Germany,Data Analyst
Data Analyst at Publicis Groupe was asked...,Sell me with a Data something,No answer,Germany,Data Analyst
Data Scientist at EY was asked...,Why should we hire you?,No answer,Germany,Data Analyst
Junior Data Analyst at Phiture was asked...,What are your strengths/weakness? Previous experience ? Your impact at your current organization?,No answer,Germany,Data Analyst
Junior Data Analyst at Phiture was asked...,- Why are you suitable for this role? - Why would you like to work at Phiture?,No answer,Germany,Data Analyst
Senior Data Scientist at Boehringer Ingelheim was asked...,Some R syntax questions.,No answer,Germany,Data Analyst
Data Scientist at King was asked...,"Question 1. (5-20 minutes) A cube is painted Green on all six sides. It is divided into 125 (=5 x 5 x 5) equal smaller cubes. Find: 1.1 The number of smaller cubes having a) 3 faces coloured? b) Exactly 2 faces coloured? c) Exactly 1 face coloured? d) 0 faces coloured? 1.2 All 125 cubes are put into a bag. If a single cube is selected at random from the bag, find probability of picking a cube having 1 or more Green faces 1.3 What is the average number of Green faces on a cube? In the above situation N=5, (with N^3 =125). 1.4 For general N, give a formula for the number of smaller cubes with exactly 2 faces coloured 1.5 For what values of N is this formula correct?",No answer,Germany,Data Analyst
Senior Data Analyst at GetYourGuide was asked...,"Explain graph, regressions, noise, SQL and data warehouse questions.",No answer,Germany,Data Analyst
Data Scientist at GetYourGuide was asked...,Tell me about a project you owned.,No answer,Germany,Data Analyst
Data Scientist at Wooga was asked...,A/B Tests Maths / stats Machine learning experience Analytics experience,No answer,Germany,Data Analyst
Big Data Analyst at OLX Group was asked...,"Given an OLX dataset, answer questions and perform an analysis using Python or R.",No answer,Germany,Data Analyst
Data Scientist at FREE NOW was asked...,"Typical questions: why changing a job, why applying there, etc.",No answer,Germany,Data Analyst
Data Scientist/Data Engineer at Emma was asked...,"Imagine you have 50% probability to drink alcohol today, and 80% to watch a football game. the two events are independent. What is the probability that at least one of them occurs?",No answer,Germany,Data Analyst
Data Scientist at Emma was asked...,Tell us a project that you are proud of.,No answer,Germany,Data Analyst
Senior Data Scientist at N26 was asked...,"questions about the past projects I delivered, libraries I employ in those projects etc.",No answer,Germany,Data Analyst
Senior Data Scientist at N26 was asked...,DS & ML fundamentals,No answer,Germany,Data Analyst
(Senior) Data Scientist at Zalando was asked...,Explain Bayes Formula,No answer,Germany,Data Analyst
Senior Data Analyst at Zalando was asked...,Various relevant questions and many more cringe-worthy questions.,No answer,Germany,Data Analyst
Data Science at Zalando was asked...,What kind of data analysis experience you have? Elaborate.,No answer,Germany,Data Analyst
Consultant (Data Science) At BCG Gamma at Boston Consulting Group was asked...,How would you describe yourself,No answer,Germany,Data Analyst
Consultant (Data Science) At BCG Gamma at Boston Consulting Group was asked...,How would you describe yourself,No answer,Germany,Data Analyst
(Senior) Data Scientist at Zalando was asked...,Explain Bayes Formula,No answer,Germany,Data Analyst
Senior Data Analyst at Zalando was asked...,Various relevant questions and many more cringe-worthy questions.,No answer,Germany,Data Analyst
Datenanalyst at Zalando was asked...,Das Interview lief wirklich fair ab. Keine Denksportaufgaben oder Überraschungsfragen.,No answer,Germany,Data Analyst
Data Scientist at OBI was asked...,Online Assessment Center.,No answer,Germany,Data Analyst
Data Scientist at Wooga was asked...,A/B Tests Maths / stats Machine learning experience Analytics experience,No answer,Germany,Data Analyst
Data Scientist at Marley Spoon was asked...,- Explain a machine learning project that you worked on,No answer,Germany,Data Analyst
Data Scientist at HelloFresh was asked...,I was asked many fairly standard questions about my experience and data science.,No answer,Germany,Data Analyst
Data Scientist at SAP was asked...,1. what is your experience in data mining and analysis? 2. do you know VBA and how to use it for controlling and forecasting?,No answer,Germany,Data Analyst
Data Scientist at Allianz was asked...,What data science frameworks you worked with before,No answer,Germany,Data Analyst
Junior Data Scientist at Amazon was asked...,Stärken und Schwächen,No answer,Germany,Data Analyst
Lead Data Scientist at Siemens Healthineers was asked...,what is for me leadership,No answer,Germany,Data Analyst
Clinical Data Analyst at Parexel was asked...,"Questions were gear around assessing your level of experience/competency for the role. Standard question i.e. Tell me about yourself,,,,What database have you used..Weakness/Strength. Compare to other interview this was not stressful.",No answer,Germany,Data Analyst
Data Scientist at Home24 was asked...,"Part 1: Usual Qs about my resume, interest, why Home24 etc., and the HR explained the team and recruiting process. Part2: Some general conceptual machine learning e.g. about boosting trees and statistics about distributions and outliers etc. Part3: Was given a small dataset of home24 items and prices, and had the flexibility to engineer features, build models and prepare a Jupyter report to present the findings. Part4: Went through the case study and my solutions and technical Qs around my chosen algorithms. I was asked about hypothesis testing as well as open discussion about basic business concepts and I think we can change things using data.",No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,"F: Lebenslauf, belegte Studiengänge und Arbeitsgänge.",No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Entscheidender Faktor für die Jobentscheidung in der Arbeitsumgebung,No answer,Germany,Data Analyst
Data Scientist at Blue Yonder was asked...,F: Wie reagieren Sie auf die schwere Aufgaben?,No answer,Germany,Data Analyst
