job_company,questions,answers,country,area
Data Scientist at Trueblue was asked...,1. Hai avuto esperienze in NLP? Descivile.,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,4. Cosa si intende per bagging e boosting?,No answer,Italy,Data Analyst
Junior Data Analyst at Prometeia was asked...,var montecarlo logical quiz,No answer,Italy,Data Analyst
Data Science at Business Integration Partners was asked...,Tell my about your experience,No answer,Italy,Data Analyst
Junior Data Scientist at Empatica was asked...,How do you deal with a person who has a different idea from yours?,No answer,Italy,Data Analyst
Junior Data Scientist at Empatica was asked...,How do you set up a pattern recognition problem?,No answer,Italy,Data Analyst
Data Analyst at Compass Banca was asked...,Quanti panini vengono venduti al McDonald in PIazza Duomo a Milano dalle 11 alle 12 di un giorno feriale?,No answer,Italy,Data Analyst
Data Analyst at Università Cattolica del Sacro Cuore was asked...,What do you want to be in your life?,No answer,Italy,Data Analyst
Data Scientist at Sky was asked...,Procedura di selezione delle variabili per costruire un modello statistico adeguato,No answer,Italy,Data Analyst
Junior Data Scientist at Bending Spoons was asked...,"What are my interests? What are my flaws? Explain why *this application* performed well in this period. Explain why you think that this application had this peak in downloads with the information I give you. Explain why this application performed this type of marketing. Give an estimation of the downloads of these applications with the information I give you (different kind of information for each application). Give an estimation of the revenues of this application if I give you the following point and some information. The project was regarding the modelization of the retention rates of some applications based on some data they provide you with, starting with simple models and then trying to “create” more complex models to fit better the data. Other questions that I don’t remember regarded some statistical tools, like error propagation.",No answer,Italy,Data Analyst
Senior Data Scientist at Boston Consulting Group was asked...,Typical behaviour skill questions. Business case : graph with price sensitivity against customer expenditures.. talk how to improve Second was a time series forecasting chart,No answer,Italy,Data Analyst
Data Analyst at UNHCR was asked...,What are your favorite Excel functions and why?,No answer,Italy,Data Analyst
Data Scientist at Accenture was asked...,"Disponibilità a trasferte, descrizione del mio percorso di studi, piccole domande di logica e ragionamento",No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,Describe yourself.,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,What was your most import project regarding data?,No answer,Italy,Data Analyst
Data Scientist at Governo Italiano Presidenza del Consiglio dei Ministri was asked...,"Clustering, the elbow method, measure of classifier quality - which do you prefer under different conditions?",No answer,Italy,Data Analyst
Jr. Data Scientist at SADAS (Italy) was asked...,Si consideri uno schema con squadra e partita. Scrivere lo script SQL della classifica.,No answer,Italy,Data Analyst
Healthcare Data Analyst at R-Everse was asked...,domande sulla sintassi di Oracle,No answer,Italy,Data Analyst
Healthcare Data Analyst at R-Everse was asked...,processo di ammissione di un paziente in pronto soccorso e degenza,No answer,Italy,Data Analyst
Healthcare Data Analyst at R-Everse was asked...,termini tecnici sanitari,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,2. Descrivi nel dettaglio il funzionamento di una NN,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,3. Come eviti problemi di overfitting in un modello?,No answer,Italy,Data Analyst
Data Scientist at Trueblue was asked...,"5. Pooling, Drop-Out e Batch Normalization: di cosa si tratta? E perchè si compiono queste azioni?",No answer,Italy,Data Analyst
Junior Data Analyst at DB Services was asked...,"Mi hanno chiesto di raccontare le esperienze lavorative e il mio background formativo, quali interessi ho, cosa mi sarei aspettata da loro.",No answer,Italy,Data Analyst
Data Analyst at SKY Italia was asked...,"funzioni su excel, cerc.vert, risolutori",No answer,Italy,Data Analyst
Data Scientist at EY was asked...,Risoluzione Di un esercizio Di logica,No answer,Italy,Data Analyst
Data Analyst at Credit Suisse was asked...,Tell me how you handled a difficult situation between 2 colleagues.,No answer,Italy,Data Analyst
Data Scientist at Reply was asked...,"About my previous working experience, a few technical questions about the role, very lean and smooth interview process",No answer,Italy,Data Analyst
Data Scientist at Reply was asked...,"Thesis description, question on a statiscal algorithm cause it was in my thesis, question on programming skills and on machine learning",No answer,Italy,Data Analyst
Data Analyst at Pardgroup was asked...,parlami di te,No answer,Italy,Data Analyst
Senior Data Scientist at EDF was asked...,many different questions on different topic,No answer,Italy,Data Analyst
Junior Data Analyst at Poste Italiane was asked...,Q: Tell me about your background,No answer,Italy,Data Analyst
Data Analyst at ALTEN was asked...,Cosa sono le lamba expression nel linguaggio java 8,No answer,Italy,Data Analyst
Data Analyst at ALTEN was asked...,personal growth expectations,No answer,Italy,Data Analyst
Data Analyst at Criteo was asked...,Why do you want to work with us?,No answer,Italy,Data Analyst
Data Analyst at Accenture was asked...,Questions about my computer science skills and previous experience,No answer,Italy,Data Analyst
Data Scientist at Sorgenia was asked...,"sai qualche linguaggi programmazione, tipo python?",No answer,Italy,Data Analyst
Data Scientist at Capgemini was asked...,Percorso di studi Motivazioni Cosa mi piace dell'azienda Progetti futuri,No answer,Italy,Data Analyst
Data Scientist at Capgemini was asked...,What role do you want to cover inside the company,No answer,Italy,Data Analyst
